,article_title,country,population,region,article_quality,revision_id
7121,Turgut Okyay,Turkey,85.2,WESTERN ASIA,Start,1098310527.0
7122,Ziya Uğur,Turkey,85.2,WESTERN ASIA,Stub,1087058939.0
7123,Suut Kemal Yetkin,Turkey,85.2,WESTERN ASIA,Start,1107549467.0
7124,Serdar Hüseyin Yıldırım,Turkey,85.2,WESTERN ASIA,Stub,1082780319.0
7125,Ahmet Reyiz Yılmaz,Turkey,85.2,WESTERN ASIA,Start,1060518774.0
7126,Baha Cemal Zağra,Turkey,85.2,WESTERN ASIA,Stub,1087058074.0
7127,Khalnazar Agakhanov,Turkmenistan,6.4,CENTRAL ASIA,Stub,1069230773.0
7128,Saparmyrat Batyrow,Turkmenistan,6.4,CENTRAL ASIA,Stub,905078855.0
7129,Annaguly Deryayev,Turkmenistan,6.4,CENTRAL ASIA,Stub,1033082438.0
7130,Shamuhammet Durdylyyev,Turkmenistan,6.4,CENTRAL ASIA,C,1077529862.0
7131,Mammetmyrat Geldinyyazov,Turkmenistan,6.4,CENTRAL ASIA,Stub,1033103406.0
7132,Akmyrat Rejepow,Turkmenistan,6.4,CENTRAL ASIA,Stub,1106343655.0
7133,Ata Serdarov,Turkmenistan,6.4,CENTRAL ASIA,Start,1082411763.0
7134,Nazar Suyunov,Turkmenistan,6.4,CENTRAL ASIA,Stub,1098282032.0
7135,Ssendi Mosh Afrikan,Uganda,47.2,EASTERN AFRICA,Start,1115793550.0
7136,Apollo Ofwono,Uganda,47.2,EASTERN AFRICA,Stub,1099627033.0
7137,Christine Apolot,Uganda,47.2,EASTERN AFRICA,Start,1079944698.0
7138,Florence Akiiki Asiimwe,Uganda,47.2,EASTERN AFRICA,Start,1027457516.0
7139,Charles Ayume,Uganda,47.2,EASTERN AFRICA,Start,1086952268.0
7140,Edith Mary Bataringaya,Uganda,47.2,EASTERN AFRICA,GA,1095198944.0
7141,Flavia Rwabuhoro Kabahenda,Uganda,47.2,EASTERN AFRICA,Start,1081460224.0
7142,John Kabaireho,Uganda,47.2,EASTERN AFRICA,Stub,944462983.0
7143,Joseph Kabuleta,Uganda,47.2,EASTERN AFRICA,C,1112443092.0
7144,Apollo Kaggwa,Uganda,47.2,EASTERN AFRICA,C,1074999358.0
7145,Michael Kawalya Kagwa,Uganda,47.2,EASTERN AFRICA,Stub,943104033.0
7146,Robert Mugabe Kakyebezi,Uganda,47.2,EASTERN AFRICA,Start,1055443363.0
7147,Paulo Kavuma,Uganda,47.2,EASTERN AFRICA,Stub,1079821209.0
7148,Patrick Kayemba,Uganda,47.2,EASTERN AFRICA,Stub,1036632663.0
7149,Daniel Kidega,Uganda,47.2,EASTERN AFRICA,Start,1110604657.0
7150,Yabezi Kiiza,Uganda,47.2,EASTERN AFRICA,Stub,994379167.0
7151,Pumla Kisosonkole,Uganda,47.2,EASTERN AFRICA,Start,1092915114.0
7152,Annie Logiel,Uganda,47.2,EASTERN AFRICA,C,1078602113.0
7153,James Mamawi,Uganda,47.2,EASTERN AFRICA,Stub,1078845109.0
7154,Jack Maumbe Mukhwana,Uganda,47.2,EASTERN AFRICA,Start,1092597474.0
7155,Willy Mayambala,Uganda,47.2,EASTERN AFRICA,Start,1078608465.0
7156,Kibirige Mayanja,Uganda,47.2,EASTERN AFRICA,Start,1108117021.0
7157,Tamale Mirundi,Uganda,47.2,EASTERN AFRICA,Start,1101412229.0
7158,Moses Okot Jr,Uganda,47.2,EASTERN AFRICA,Stub,1114291552.0
7159,Mathias Mpuuga,Uganda,47.2,EASTERN AFRICA,Start,1110819197.0
7160,Mary Mugyenyi,Uganda,47.2,EASTERN AFRICA,Stub,1106033973.0
7161,Isaac Mulindwa,Uganda,47.2,EASTERN AFRICA,Start,994241314.0
7162,Besueri Kiwanuka Lusse Mulondo,Uganda,47.2,EASTERN AFRICA,Stub,1061210640.0
7163,Victoria Mwaka,Uganda,47.2,EASTERN AFRICA,Start,1074997953.0
7164,Fred Mwesigye,Uganda,47.2,EASTERN AFRICA,Start,1108117561.0
7165,Faridah Nambi,Uganda,47.2,EASTERN AFRICA,Start,1053605372.0
7166,Ndyomugyenyi Roland Bish,Uganda,47.2,EASTERN AFRICA,Start,1108945638.0
7167,Asinansi Nyakato,Uganda,47.2,EASTERN AFRICA,Start,1113889681.0
7168,Geoffrey Onegi Obel,Uganda,47.2,EASTERN AFRICA,Start,1081665502.0
7169,Onegi Obel,Uganda,47.2,EASTERN AFRICA,Start,1102430835.0
7170,James Obita,Uganda,47.2,EASTERN AFRICA,Stub,994193575.0
7171,Amos Okot,Uganda,47.2,EASTERN AFRICA,Stub,1094002050.0
7172,Bosmic Otim,Uganda,47.2,EASTERN AFRICA,Start,1095364177.0
7173,Ricky Richard Anywar,Uganda,47.2,EASTERN AFRICA,Start,1080532652.0
7174,Ruth Molly Lematia,Uganda,47.2,EASTERN AFRICA,Start,1100462639.0
7175,Eric Sakwa,Uganda,47.2,EASTERN AFRICA,Stub,1092463612.0
7176,Sitenda Sebalu,Uganda,47.2,EASTERN AFRICA,Stub,1015498267.0
7177,Wilson Tumwine,Uganda,47.2,EASTERN AFRICA,Stub,1036632061.0
7178,Sarah Nambozo Wekomba,Uganda,47.2,EASTERN AFRICA,Start,1027458500.0
7179,Oleksiy Arestovych,Ukraine,41.0,EASTERN EUROPE,Stub,1112822378.0
7180,Oleh Barna,Ukraine,41.0,EASTERN EUROPE,Stub,1107628544.0
7181,Alexander Barybin,Ukraine,41.0,EASTERN EUROPE,Start,1076927507.0
7182,Andriy Beshta,Ukraine,41.0,EASTERN EUROPE,Stub,1112281458.0
7183,Yurii Biriukov (volunteer),Ukraine,41.0,EASTERN EUROPE,GA,1113311776.0
7184,Ivan Bisyuk,Ukraine,41.0,EASTERN EUROPE,Stub,1110372331.0
7185,Ihor Brusylo,Ukraine,41.0,EASTERN EUROPE,Start,1114239760.0
7186,Maksym Buzhanskyi,Ukraine,41.0,EASTERN EUROPE,Start,1110790502.0
7187,Vyacheslav Chaus,Ukraine,41.0,EASTERN EUROPE,Start,1088343177.0
7188,Dmytriy Leonidovich Cherniavskiy,Ukraine,41.0,EASTERN EUROPE,Stub,1111097065.0
7189,Ihor Dolhov,Ukraine,41.0,EASTERN EUROPE,Start,1112281494.0
7190,Anatoliy Fedorchuk,Ukraine,41.0,EASTERN EUROPE,Start,1106717687.0
7191,Ivan Gel,Ukraine,41.0,EASTERN EUROPE,Stub,1101905255.0
7192,Izet Hdanov,Ukraine,41.0,EASTERN EUROPE,Start,993291382.0
7193,Valeriy Holovko,Ukraine,41.0,EASTERN EUROPE,Start,1096074639.0
7194,Oleksandr Honcharenko,Ukraine,41.0,EASTERN EUROPE,C,1114108183.0
7195,Borys Hrinchenko,Ukraine,41.0,EASTERN EUROPE,C,1111107417.0
7196,Igor Zhovkva,Ukraine,41.0,EASTERN EUROPE,Stub,1114395779.0
7197,Stepan Ivakhiv,Ukraine,41.0,EASTERN EUROPE,Start,1107524870.0
7198,Andrey Vladimirovich Ivanchuk,Ukraine,41.0,EASTERN EUROPE,Start,1114165727.0
7199,Konstantin Ivashchenko,Ukraine,41.0,EASTERN EUROPE,Start,1115427640.0
7200,Vasily Karazin,Ukraine,41.0,EASTERN EUROPE,C,1115892102.0
7201,Dmytro Kashchuk,Ukraine,41.0,EASTERN EUROPE,Start,1102174104.0
7202,Ihor Kharchenko,Ukraine,41.0,EASTERN EUROPE,Start,1112281498.0
7203,Klitschko brothers,Ukraine,41.0,EASTERN EUROPE,GA,1115675613.0
7204,Roman Kostenko,Ukraine,41.0,EASTERN EUROPE,Start,1110759963.0
7205,Mykola Kulinich,Ukraine,41.0,EASTERN EUROPE,Start,1077703729.0
7206,Volodymyr Kuratchenko,Ukraine,41.0,EASTERN EUROPE,Start,1102923903.0
7207,Vitalii Kurylo,Ukraine,41.0,EASTERN EUROPE,C,1110760257.0
7208,Anatolii Kutsevol,Ukraine,41.0,EASTERN EUROPE,C,1109643440.0
7209,Ihor Kyzym,Ukraine,41.0,EASTERN EUROPE,Start,1112281503.0
7210,Hennadiy Lahuta,Ukraine,41.0,EASTERN EUROPE,Stub,1114221445.0
7211,Andriy Maryanovych Levus,Ukraine,41.0,EASTERN EUROPE,Start,1073830494.0
7212,Ivan Lypa,Ukraine,41.0,EASTERN EUROPE,Start,1089430147.0
7213,Arnold Margolin,Ukraine,41.0,EASTERN EUROPE,C,1113785341.0
7214,Oleh Meidych,Ukraine,41.0,EASTERN EUROPE,Start,1088155194.0
7215,Oleksandr Motsyk,Ukraine,41.0,EASTERN EUROPE,C,1112281609.0
7216,Volodymyr Mulyava,Ukraine,41.0,EASTERN EUROPE,Stub,1112079048.0
7217,Oleh Kulinich,Ukraine,41.0,EASTERN EUROPE,GA,1110792268.0
7218,Oleksii Dniprov,Ukraine,41.0,EASTERN EUROPE,C,1099227768.0
7219,Vyacheslav Ovechkin,Ukraine,41.0,EASTERN EUROPE,Start,1115205187.0
7220,Mykhailo Podolyak,Ukraine,41.0,EASTERN EUROPE,C,1115621000.0
7221,Vasyl Poraiko,Ukraine,41.0,EASTERN EUROPE,Start,1101901817.0
7222,Mykhailo Reznik,Ukraine,41.0,EASTERN EUROPE,Start,1079037070.0
7223,Mykola Riabovil,Ukraine,41.0,EASTERN EUROPE,Stub,1104756294.0
7224,Roman Mashovets,Ukraine,41.0,EASTERN EUROPE,Start,1098361744.0
7225,Mykola Romanyuk,Ukraine,41.0,EASTERN EUROPE,Start,1114107598.0
7226,Viacheslav Rublyov,Ukraine,41.0,EASTERN EUROPE,Start,1088155670.0
7227,Oleksandr Ruzhytskyi,Ukraine,41.0,EASTERN EUROPE,Start,1004085657.0
7228,Ihor Sahach,Ukraine,41.0,EASTERN EUROPE,Start,1112281519.0
7229,Volodymyr Saldo,Ukraine,41.0,EASTERN EUROPE,GA,1115892772.0
7230,Volodymyr Serhiychuk,Ukraine,41.0,EASTERN EUROPE,Start,1101913378.0
7231,Oleh Shamshur,Ukraine,41.0,EASTERN EUROPE,Start,1062902165.0
7232,Serhiy Shefir,Ukraine,41.0,EASTERN EUROPE,Start,1114898320.0
7233,Volodymyr Stelmakh,Ukraine,41.0,EASTERN EUROPE,Start,1114407298.0
7234,Ivan Steshenko,Ukraine,41.0,EASTERN EUROPE,Start,1114389400.0
7235,Viacheslav Suprunenko,Ukraine,41.0,EASTERN EUROPE,Start,1090084846.0
7236,Taras Tarasenko,Ukraine,41.0,EASTERN EUROPE,Start,1106858636.0
7237,Tamila Tasheva,Ukraine,41.0,EASTERN EUROPE,Start,1114651868.0
7238,Sergei Timchenko,Ukraine,41.0,EASTERN EUROPE,Start,1000483365.0
7239,Volodymyr Tsvil,Ukraine,41.0,EASTERN EUROPE,C,1103910885.0
7240,Volodymyr Tyahlo,Ukraine,41.0,EASTERN EUROPE,Start,1112281717.0
7241,Kyrylo Tymoshenko,Ukraine,41.0,EASTERN EUROPE,C,1113849072.0
7242,Evgeniy Udod,Ukraine,41.0,EASTERN EUROPE,Start,1077551665.0
7243,Andriy Veselovsky,Ukraine,41.0,EASTERN EUROPE,Start,1112281468.0
7244,Dmytro Vorona,Ukraine,41.0,EASTERN EUROPE,Start,1077325555.0
7245,Mykola Yankovsky,Ukraine,41.0,EASTERN EUROPE,C,1112731901.0
7246,Alla Yaroshinskaya,Ukraine,41.0,EASTERN EUROPE,C,1046568571.0
7247,Kostiantyn Yastrub,Ukraine,41.0,EASTERN EUROPE,Stub,1101911244.0
7248,Anatoliy Zasukha,Ukraine,41.0,EASTERN EUROPE,Start,1115198892.0
7249,Natalya Zemna,Ukraine,41.0,EASTERN EUROPE,Start,1101899569.0
7250,Vitaly Zholobov,Ukraine,41.0,EASTERN EUROPE,Start,1101902703.0
7251,Abdullah Omran Taryam,United Arab Emirates,9.4,WESTERN ASIA,Start,1101527320.0
7252,Jouan Salem Al Dhaheri,United Arab Emirates,9.4,WESTERN ASIA,Start,1031059903.0
7253,Hassan al Diqqi,United Arab Emirates,9.4,WESTERN ASIA,C,1064960620.0
7254,Rashid Ahmad bin Fahad,United Arab Emirates,9.4,WESTERN ASIA,Stub,1066819166.0
7255,Mohammad Al Gergawi,United Arab Emirates,9.4,WESTERN ASIA,Start,1060182336.0
7256,Saqr Ghobash,United Arab Emirates,9.4,WESTERN ASIA,Stub,1102847766.0
7257,Hamdan bin Mohammed Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,Stub,1100295706.0
7258,Mohammed Khalfan Bin Kharbash,United Arab Emirates,9.4,WESTERN ASIA,Stub,748526554.0
7259,Ahmed bin Rashid Al Maktoum,United Arab Emirates,9.4,WESTERN ASIA,Start,1095235425.0
7260,Ahmed bin Saeed Al Maktoum,United Arab Emirates,9.4,WESTERN ASIA,C,1107590032.0
7261,Hamdan bin Rashid Al Maktoum,United Arab Emirates,9.4,WESTERN ASIA,C,1110689861.0
7262,Maktoum bin Rashid Al Maktoum,United Arab Emirates,9.4,WESTERN ASIA,C,1107670119.0
7263,Mohammed bin Khalifa Al Maktoum,United Arab Emirates,9.4,WESTERN ASIA,Stub,949517140.0
7264,Mohammed bin Rashid Al Maktoum,United Arab Emirates,9.4,WESTERN ASIA,GA,1115862687.0
7265,Saeed bin Maktoum bin Hasher Al Maktoum,United Arab Emirates,9.4,WESTERN ASIA,GA,1102931394.0
7266,Hawaa Al Mansoori,United Arab Emirates,9.4,WESTERN ASIA,GA,1110913016.0
7267,Sultan bin Saeed Al Mansoori,United Arab Emirates,9.4,WESTERN ASIA,Start,1092057370.0
7268,Mansour bin Zayed Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,GA,1114026346.0
7269,Abdulla bin Touq Al Marri,United Arab Emirates,9.4,WESTERN ASIA,C,1104185628.0
7270,Mohammed bin Saud Al Qasimi,United Arab Emirates,9.4,WESTERN ASIA,Start,1096731396.0
7271,Abdullah bin Zayed Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,C,1105633932.0
7272,Hamdan bin Zayed bin Sultan Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,C,1103862154.0
7273,Hamed bin Zayed Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,C,1110822952.0
7274,Khaled bin Mohamed Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,C,1098125658.0
7275,Mohammed bin Khalifa bin Zayed Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,Stub,1087827974.0
7276,Mohamed bin Zayed Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,B,1115627314.0
7277,Nahyan bin Mubarak Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,C,1096917914.0
7278,Saeed bin Zayed Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,C,1088459908.0
7279,Shakhbut bin Sultan Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,Start,1108320319.0
7280,Sultan bin Zayed bin Sultan Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,Start,1112079022.0
7281,Rashid Abdullah Al Nuaimi,United Arab Emirates,9.4,WESTERN ASIA,Start,1099278432.0
7282,Saqr bin Zayed Al Nahyan,United Arab Emirates,9.4,WESTERN ASIA,Stub,1088798567.0
7283,Mohammed Hussein Al Shaali,United Arab Emirates,9.4,WESTERN ASIA,Stub,1072415676.0
7284,Abdulaziz Nasser Al Shamsi,United Arab Emirates,9.4,WESTERN ASIA,Start,993314704.0
7285,Ahmed Bin Khalifa Al Suwaidi,United Arab Emirates,9.4,WESTERN ASIA,Stub,1077175786.0
7286,Taryam Omran Taryam,United Arab Emirates,9.4,WESTERN ASIA,Start,1102816569.0
7287,Ahmad Al Tayer,United Arab Emirates,9.4,WESTERN ASIA,Stub,991317533.0
7288,Luis Almagro,Uruguay,3.6,SOUTH AMERICA,GA,1114683691.0
7289,José Gervasio Artigas,Uruguay,3.6,SOUTH AMERICA,C,1100186329.0
7290,Artigas Barrios,Uruguay,3.6,SOUTH AMERICA,Stub,1101999869.0
7291,Sebastián Bauzá,Uruguay,3.6,SOUTH AMERICA,Start,1108122058.0
7292,Mónica Bottero,Uruguay,3.6,SOUTH AMERICA,Start,1092915419.0
7293,Jorge Bruni,Uruguay,3.6,SOUTH AMERICA,Stub,1101182986.0
7294,Guillermo Chifflet,Uruguay,3.6,SOUTH AMERICA,Stub,1101759783.0
7295,Guillermo Domenech,Uruguay,3.6,SOUTH AMERICA,Start,1097158325.0
7296,Lorenzo Antonio Fernández,Uruguay,3.6,SOUTH AMERICA,Stub,1077548180.0
7297,Pedro Figari,Uruguay,3.6,SOUTH AMERICA,C,1096488492.0
7298,Liliam Kechichián,Uruguay,3.6,SOUTH AMERICA,Start,1093592844.0
7299,Dámaso Antonio Larrañaga,Uruguay,3.6,SOUTH AMERICA,Stub,1095942696.0
7300,Juan Francisco Larrobla,Uruguay,3.6,SOUTH AMERICA,Stub,1077548411.0
7301,Eduardo Lorier,Uruguay,3.6,SOUTH AMERICA,Stub,1018727512.0
7302,Hector Luisi,Uruguay,3.6,SOUTH AMERICA,Stub,1043438229.0
7303,Guido Manini Ríos,Uruguay,3.6,SOUTH AMERICA,C,1079832027.0
7304,Isidoro de María,Uruguay,3.6,SOUTH AMERICA,Stub,1087592025.0
7305,Luis Melián Lafinur,Uruguay,3.6,SOUTH AMERICA,Start,946357029.0
7306,Eudoro Melo,Uruguay,3.6,SOUTH AMERICA,Stub,1064709933.0
7307,Antonio Mercader,Uruguay,3.6,SOUTH AMERICA,Start,1112103352.0
7308,Pablo Mieres,Uruguay,3.6,SOUTH AMERICA,Start,1096493075.0
7309,José Benito Monterroso,Uruguay,3.6,SOUTH AMERICA,Stub,1085377711.0
7310,Tristán Narvaja,Uruguay,3.6,SOUTH AMERICA,Start,1028276227.0
7311,Gonzalo Nin Novoa,Uruguay,3.6,SOUTH AMERICA,Stub,1106146731.0
7312,Edgardo Novick,Uruguay,3.6,SOUTH AMERICA,Stub,1072847041.0
7313,María Inés Obaldía,Uruguay,3.6,SOUTH AMERICA,Start,1098806307.0
7314,Yamandú Orsi,Uruguay,3.6,SOUTH AMERICA,Stub,1108465608.0
7315,José Brito del Pino,Uruguay,3.6,SOUTH AMERICA,C,1093299461.0
7316,Enrique Pintado,Uruguay,3.6,SOUTH AMERICA,Stub,1093592786.0
7317,Carlos Pita (politician),Uruguay,3.6,SOUTH AMERICA,Start,1093592777.0
7318,Carlos Quijano,Uruguay,3.6,SOUTH AMERICA,Stub,1096495833.0
7319,Laura Raffo,Uruguay,3.6,SOUTH AMERICA,C,1099030150.0
7320,José Rondeau,Uruguay,3.6,SOUTH AMERICA,Start,1110216581.0
7321,Elbio Rosselli,Uruguay,3.6,SOUTH AMERICA,Stub,1091814257.0
7322,Florencio Sánchez,Uruguay,3.6,SOUTH AMERICA,C,1093592743.0
7323,José Pedro Varela,Uruguay,3.6,SOUTH AMERICA,Stub,1112343404.0
7324,Pedro Vaz (diplomat),Uruguay,3.6,SOUTH AMERICA,Stub,1108530199.0
7325,Mateo Vidal,Uruguay,3.6,SOUTH AMERICA,Stub,1093592713.0
7326,Jorge Zabalza,Uruguay,3.6,SOUTH AMERICA,Start,1109679712.0
7327,Ikhtiyor Abdullayev,Uzbekistan,35.6,CENTRAL ASIA,Start,1112790355.0
7328,Adham Ahmedbaev,Uzbekistan,35.6,CENTRAL ASIA,Start,1104048329.0
7329,Abdusalom Azizov,Uzbekistan,35.6,CENTRAL ASIA,Start,1042510105.0
7330,Uktam Barnoev,Uzbekistan,35.6,CENTRAL ASIA,Start,1103938662.0
7331,Sa'dulla Begaliyev,Uzbekistan,35.6,CENTRAL ASIA,Stub,1104048588.0
7332,Rustam Inoyatov,Uzbekistan,35.6,CENTRAL ASIA,Start,1113270583.0
7333,Rashid Kadyrov,Uzbekistan,35.6,CENTRAL ASIA,C,1099053977.0
7334,Karim Kamalov,Uzbekistan,35.6,CENTRAL ASIA,Start,1111368812.0
7335,Tatyana Karimova,Uzbekistan,35.6,CENTRAL ASIA,C,1091073846.0
7336,Bakhodir Kurbanov (general),Uzbekistan,35.6,CENTRAL ASIA,Start,1110670316.0
7337,Jahangir Mamatov,Uzbekistan,35.6,CENTRAL ASIA,C,1088541836.0
7338,Boʻritosh Mustafoyev,Uzbekistan,35.6,CENTRAL ASIA,Stub,1091522486.0
7339,Narzullo Oblomurodov,Uzbekistan,35.6,CENTRAL ASIA,Start,1104049435.0
7340,Baxtiyor Rahimov,Uzbekistan,35.6,CENTRAL ASIA,Start,1072991397.0
7341,Bekjon Rakhmonov,Uzbekistan,35.6,CENTRAL ASIA,Start,1005182220.0
7342,Bakhodir Khan Turkistan,Uzbekistan,35.6,CENTRAL ASIA,B,1087529697.0
7343,Vincent Lunabek,Vanuatu,0.3,OCEANIA,Stub,1016873706.0
7344,President of Vanuatu,Vanuatu,0.3,OCEANIA,Start,1107010400.0
7345,Seule Simeon,Vanuatu,0.3,OCEANIA,Stub,1104142992.0
7346,Jimmy Stevens (politician),Vanuatu,0.3,OCEANIA,Start,1079035231.0
7347,Dinh Van Than,Vanuatu,0.3,OCEANIA,C,1095441948.0
7348,Fernando Adames Torres,Venezuela,28.3,SOUTH AMERICA,Start,1024688075.0
7349,Fidel Barbarito,Venezuela,28.3,SOUTH AMERICA,Stub,1053753601.0
7350,Marialbert Barrios,Venezuela,28.3,SOUTH AMERICA,Stub,1035318762.0
7351,Pedro Bastidas,Venezuela,28.3,SOUTH AMERICA,Start,1099984323.0
7352,Alejandra Benítez,Venezuela,28.3,SOUTH AMERICA,Start,1109304962.0
7353,José Brito (politician),Venezuela,28.3,SOUTH AMERICA,Start,1112801304.0
7354,Rubén González Cárdenas,Venezuela,28.3,SOUTH AMERICA,C,1097447701.0
7355,José Curiel,Venezuela,28.3,SOUTH AMERICA,Stub,1094123337.0
7356,Felix Díaz Ortega,Venezuela,28.3,SOUTH AMERICA,Start,904555437.0
7357,Vicente José Gregorio Díaz Silva,Venezuela,28.3,SOUTH AMERICA,Stub,815743767.0
7358,Alí Domínguez,Venezuela,28.3,SOUTH AMERICA,C,1112560417.0
7359,Franklyn Duarte,Venezuela,28.3,SOUTH AMERICA,Start,994234240.0
7360,Alberto Franceschi,Venezuela,28.3,SOUTH AMERICA,Start,1098325131.0
7361,Arnoldo Gabaldón,Venezuela,28.3,SOUTH AMERICA,C,1112407117.0
7362,Evangelina García Prince,Venezuela,28.3,SOUTH AMERICA,Stub,1108538199.0
7363,Vladimir Augusto Gessen Rodríguez,Venezuela,28.3,SOUTH AMERICA,Stub,1031792568.0
7364,César González Martínez,Venezuela,28.3,SOUTH AMERICA,C,1114086629.0
7365,Luis Graterol Caraballo,Venezuela,28.3,SOUTH AMERICA,Start,1092954847.0
7366,Liborio Guarulla,Venezuela,28.3,SOUTH AMERICA,C,1115758389.0
7367,Maryann Hanson,Venezuela,28.3,SOUTH AMERICA,Stub,1036872382.0
7368,Reinaldo Iturriza,Venezuela,28.3,SOUTH AMERICA,Stub,1065821521.0
7369,Andrés Izarra,Venezuela,28.3,SOUTH AMERICA,Start,1057179536.0
7370,José Bernabé Gutiérrez,Venezuela,28.3,SOUTH AMERICA,Start,1050440187.0
7371,Reinaldo Leandro Mora,Venezuela,28.3,SOUTH AMERICA,Start,1106693473.0
7372,Carlos Augusto León,Venezuela,28.3,SOUTH AMERICA,Start,1085691550.0
7373,Ramón Lobo (economist),Venezuela,28.3,SOUTH AMERICA,Start,1115924160.0
7374,Manuel Quevedo,Venezuela,28.3,SOUTH AMERICA,Stub,1105549237.0
7375,María Cristina Iglesias,Venezuela,28.3,SOUTH AMERICA,Stub,1038020560.0
7376,Jorge Elieser Márquez,Venezuela,28.3,SOUTH AMERICA,Start,1107285025.0
7377,Américo Martín,Venezuela,28.3,SOUTH AMERICA,Stub,1098325144.0
7378,Nelson Martínez (politician),Venezuela,28.3,SOUTH AMERICA,Stub,1107146847.0
7379,Carlos Mata Figueroa,Venezuela,28.3,SOUTH AMERICA,Stub,1106249914.0
7380,Manuel Antonio Matos,Venezuela,28.3,SOUTH AMERICA,Start,1073559994.0
7381,Ricardo José Menéndez Prieto,Venezuela,28.3,SOUTH AMERICA,Start,1059606624.0
7382,Nelson Merentes,Venezuela,28.3,SOUTH AMERICA,Start,1070050745.0
7383,Francisco de Miranda,Venezuela,28.3,SOUTH AMERICA,B,1112724061.0
7384,Diego Alfredo Molero Bellavia,Venezuela,28.3,SOUTH AMERICA,Stub,1012172289.0
7385,Venancio Antonio Morin,Venezuela,28.3,SOUTH AMERICA,Stub,959659970.0
7386,Reinaldo Muñoz Pedroza,Venezuela,28.3,SOUTH AMERICA,Stub,1111138140.0
7387,Dia Nader de El-Andari,Venezuela,28.3,SOUTH AMERICA,Start,1084711403.0
7388,Moisés Naím,Venezuela,28.3,SOUTH AMERICA,C,1100729862.0
7389,Freddy Ñáñez,Venezuela,28.3,SOUTH AMERICA,Stub,1107284988.0
7390,Ana Elisa Osorio,Venezuela,28.3,SOUTH AMERICA,Start,1083403033.0
7391,Renny Ottolina,Venezuela,28.3,SOUTH AMERICA,C,1102102358.0
7392,Alejandro Peña Esclusa,Venezuela,28.3,SOUTH AMERICA,C,1092462652.0
7393,Miguel Peña (politician),Venezuela,28.3,SOUTH AMERICA,Stub,1081907295.0
7394,Lewis Pérez,Venezuela,28.3,SOUTH AMERICA,Start,1112290082.0
7395,Arkiely Perfecto,Venezuela,28.3,SOUTH AMERICA,Start,1063238343.0
7396,Eduardo Piñate,Venezuela,28.3,SOUTH AMERICA,Start,1107284945.0
7397,Humberto Prado,Venezuela,28.3,SOUTH AMERICA,Start,1097454386.0
7398,Omar Prieto,Venezuela,28.3,SOUTH AMERICA,Start,1115924960.0
7399,Benjamín Rausseo,Venezuela,28.3,SOUTH AMERICA,Start,1076075290.0
7400,Manuel Felipe Rugeles,Venezuela,28.3,SOUTH AMERICA,Stub,1072064926.0
7401,Milena Sardi de Selle,Venezuela,28.3,SOUTH AMERICA,Stub,1084711482.0
7402,Carlos Eduardo Stolk,Venezuela,28.3,SOUTH AMERICA,Start,1068453445.0
7403,Bolivia Suárez,Venezuela,28.3,SOUTH AMERICA,Stub,1103745316.0
7404,Gustavo Tarre,Venezuela,28.3,SOUTH AMERICA,C,1114710611.0
7405,José Herrera Uslar,Venezuela,28.3,SOUTH AMERICA,Start,1108379965.0
7406,Addy Valero,Venezuela,28.3,SOUTH AMERICA,Start,1104812576.0
7407,José Antonio Velutini,Venezuela,28.3,SOUTH AMERICA,Start,1090864613.0
7408,Henry Ventura,Venezuela,28.3,SOUTH AMERICA,Stub,1103010863.0
7409,Nervis Villalobos,Venezuela,28.3,SOUTH AMERICA,C,1098002474.0
7410,Bùi Tiến Dũng (politician),Vietnam,99.4,SOUTHEAST ASIA,Stub,1106913410.0
7411,Chu Văn An,Vietnam,99.4,SOUTHEAST ASIA,Start,1105680159.0
7412,Đinh Xuân Quảng,Vietnam,99.4,SOUTHEAST ASIA,B,1101628325.0
7413,Kiem Do,Vietnam,99.4,SOUTHEAST ASIA,Start,1105970447.0
7414,Đỗ Quang Giai,Vietnam,99.4,SOUTHEAST ASIA,C,1106913686.0
7415,Hồ Đắc Điềm,Vietnam,99.4,SOUTHEAST ASIA,Stub,1099396979.0
7416,Hồ Văn Nhựt,Vietnam,99.4,SOUTHEAST ASIA,C,1106111640.0
7417,Hoàng Cao Khải,Vietnam,99.4,SOUTHEAST ASIA,Stub,1096532438.0
7418,Hoang Van Chi,Vietnam,99.4,SOUTHEAST ASIA,C,1101628375.0
7419,Huỳnh Văn Cao,Vietnam,99.4,SOUTHEAST ASIA,Start,1104041830.0
7420,Lê Minh Hương,Vietnam,99.4,SOUTHEAST ASIA,Stub,1106651628.0
7421,Lê Quốc Minh,Vietnam,99.4,SOUTHEAST ASIA,C,1106248998.0
